<repo>\reproduction\src\modern_gpu.py:98: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at C:\actions-runner\_work\pytorch\pytorch\aten\src\ATen\Context.cpp:855.)
  self.kernel = torch.sparse_coo_tensor(
2026-09-22 19:50:19,485 Actual-data GPU equivalence checks passed: max error 0.00146484375
2026-09-22 19:52:04,109 Seed 2 | epoch 22/100 | train 1.030256 | val 1.027354 | elapsed 10.1s
2026-09-22 19:52:04,558 Seed 2 | epoch 23/100 | train 1.032176 | val 1.033268 | elapsed 10.6s
2026-09-22 19:52:05,003 Seed 2 | epoch 24/100 | train 1.036498 | val 1.034910 | elapsed 11.0s
2026-09-22 19:52:05,451 Seed 2 | epoch 25/100 | train 1.032880 | val 1.044961 | elapsed 11.5s
2026-09-22 19:52:05,902 Seed 2 | epoch 26/100 | train 1.030118 | val 1.021260 | elapsed 11.9s
2026-09-22 19:52:06,350 Seed 2 | epoch 27/100 | train 1.029330 | val 1.041396 | elapsed 12.4s
2026-09-22 19:52:06,803 Seed 2 | epoch 28/100 | train 1.026146 | val 1.041181 | elapsed 12.8s
2026-09-22 19:52:07,248 Seed 2 | epoch 29/100 | train 1.025224 | val 1.040526 | elapsed 13.3s
2026-09-22 19:52:07,694 Seed 2 | epoch 30/100 | train 1.033459 | val 1.035800 | elapsed 13.7s
2026-09-22 19:52:08,143 Seed 2 | epoch 31/100 | train 1.031677 | val 1.041671 | elapsed 14.2s
2026-09-22 19:52:08,592 Seed 2 | epoch 32/100 | train 1.031819 | val 1.035472 | elapsed 14.6s
2026-09-22 19:52:09,040 Seed 2 | epoch 33/100 | train 1.033641 | val 1.025063 | elapsed 15.1s
2026-09-22 19:52:09,485 Seed 2 | epoch 34/100 | train 1.028515 | val 1.026808 | elapsed 15.5s
2026-09-22 19:52:09,936 Seed 2 | epoch 35/100 | train 1.029351 | val 1.039501 | elapsed 15.9s
2026-09-22 19:52:10,385 Seed 2 | epoch 36/100 | train 1.033505 | val 1.022900 | elapsed 16.4s
2026-09-22 19:52:10,835 Seed 2 | epoch 37/100 | train 1.031143 | val 1.040680 | elapsed 16.8s
2026-09-22 19:52:11,280 Seed 2 | epoch 38/100 | train 1.026211 | val 1.046878 | elapsed 17.3s
2026-09-22 19:52:11,729 Seed 2 | epoch 39/100 | train 1.033964 | val 1.028686 | elapsed 17.7s
2026-09-22 19:52:12,175 Seed 2 | epoch 40/100 | train 1.034130 | val 1.032788 | elapsed 18.2s
2026-09-22 19:52:12,625 Seed 2 | epoch 41/100 | train 1.031709 | val 1.028048 | elapsed 18.6s
2026-09-22 19:52:13,077 Seed 2 | epoch 42/100 | train 1.026583 | val 1.036117 | elapsed 19.1s
2026-09-22 19:52:13,525 Seed 2 | epoch 43/100 | train 1.028208 | val 1.036705 | elapsed 19.5s
2026-09-22 19:52:13,976 Seed 2 | epoch 44/100 | train 1.033293 | val 1.037325 | elapsed 20.0s
2026-09-22 19:52:14,426 Seed 2 | epoch 45/100 | train 1.029843 | val 1.027431 | elapsed 20.4s
2026-09-22 19:52:14,872 Seed 2 | epoch 46/100 | train 1.028388 | val 1.022535 | elapsed 20.9s
2026-09-22 19:52:15,320 Seed 2 | epoch 47/100 | train 1.030560 | val 1.036910 | elapsed 21.3s
2026-09-22 19:52:15,772 Seed 2 | epoch 48/100 | train 1.032517 | val 1.025036 | elapsed 21.8s
2026-09-22 19:52:16,228 Seed 2 | epoch 49/100 | train 1.030058 | val 1.022115 | elapsed 22.2s
2026-09-22 19:52:16,680 Seed 2 | epoch 50/100 | train 1.029206 | val 1.044167 | elapsed 22.7s
2026-09-22 19:52:17,134 Seed 2 | epoch 51/100 | train 1.032678 | val 1.030834 | elapsed 23.1s
2026-09-22 19:52:17,588 Seed 2 | epoch 52/100 | train 1.031842 | val 1.034272 | elapsed 23.6s
2026-09-22 19:52:18,038 Seed 2 | epoch 53/100 | train 1.027798 | val 1.031851 | elapsed 24.0s
2026-09-22 19:52:18,496 Seed 2 | epoch 54/100 | train 1.034746 | val 1.026610 | elapsed 24.5s
2026-09-22 19:52:18,951 Seed 2 | epoch 55/100 | train 1.031254 | val 1.027321 | elapsed 25.0s
2026-09-22 19:52:19,400 Seed 2 | epoch 56/100 | train 1.027533 | val 1.033201 | elapsed 25.4s
2026-09-22 19:52:19,849 Seed 2 | epoch 57/100 | train 1.032288 | val 1.031048 | elapsed 25.9s
2026-09-22 19:52:20,298 Seed 2 | epoch 58/100 | train 1.032248 | val 1.034824 | elapsed 26.3s
2026-09-22 19:52:20,751 Seed 2 | epoch 59/100 | train 1.031539 | val 1.040817 | elapsed 26.8s
2026-09-22 19:52:21,206 Seed 2 | epoch 60/100 | train 1.027370 | val 1.039273 | elapsed 27.2s
2026-09-22 19:52:21,659 Seed 2 | epoch 61/100 | train 1.026184 | val 1.032335 | elapsed 27.7s
2026-09-22 19:52:22,112 Seed 2 | epoch 62/100 | train 1.026227 | val 1.044493 | elapsed 28.1s
2026-09-22 19:52:22,569 Seed 2 | epoch 63/100 | train 1.030553 | val 1.017784 | elapsed 28.6s
2026-09-22 19:52:23,026 Seed 2 | epoch 64/100 | train 1.030345 | val 1.038785 | elapsed 29.0s
2026-09-22 19:52:23,477 Seed 2 | epoch 65/100 | train 1.028684 | val 1.031042 | elapsed 29.5s
2026-09-22 19:52:23,935 Seed 2 | epoch 66/100 | train 1.031556 | val 1.015796 | elapsed 29.9s
2026-09-22 19:52:24,386 Seed 2 | epoch 67/100 | train 1.030191 | val 1.022918 | elapsed 30.4s
2026-09-22 19:52:24,837 Seed 2 | epoch 68/100 | train 1.034429 | val 1.036039 | elapsed 30.8s
2026-09-22 19:52:25,294 Seed 2 | epoch 69/100 | train 1.031832 | val 1.026234 | elapsed 31.3s
2026-09-22 19:52:25,746 Seed 2 | epoch 70/100 | train 1.029075 | val 1.026386 | elapsed 31.8s
2026-09-22 19:52:26,205 Seed 2 | epoch 71/100 | train 1.028521 | val 1.035061 | elapsed 32.2s
2026-09-22 19:52:26,662 Seed 2 | epoch 72/100 | train 1.033644 | val 1.036009 | elapsed 32.7s
2026-09-22 19:52:27,113 Seed 2 | epoch 73/100 | train 1.028672 | val 1.027317 | elapsed 33.1s
2026-09-22 19:52:27,567 Seed 2 | epoch 74/100 | train 1.033273 | val 1.012575 | elapsed 33.6s
2026-09-22 19:52:28,021 Seed 2 | epoch 75/100 | train 1.027989 | val 1.028480 | elapsed 34.0s
2026-09-22 19:52:28,474 Seed 2 | epoch 76/100 | train 1.031648 | val 1.026179 | elapsed 34.5s
2026-09-22 19:52:28,925 Seed 2 | epoch 77/100 | train 1.033843 | val 1.044097 | elapsed 34.9s
2026-09-22 19:52:29,381 Seed 2 | epoch 78/100 | train 1.030534 | val 1.022349 | elapsed 35.4s
2026-09-22 19:52:29,841 Seed 2 | epoch 79/100 | train 1.028373 | val 1.038482 | elapsed 35.9s
2026-09-22 19:52:30,302 Seed 2 | epoch 80/100 | train 1.034639 | val 1.028252 | elapsed 36.3s
2026-09-22 19:52:30,758 Seed 2 | epoch 81/100 | train 1.032379 | val 1.044572 | elapsed 36.8s
2026-09-22 19:52:31,211 Seed 2 | epoch 82/100 | train 1.034139 | val 1.044881 | elapsed 37.2s
2026-09-22 19:52:31,661 Seed 2 | epoch 83/100 | train 1.031249 | val 1.038622 | elapsed 37.7s
2026-09-22 19:52:32,114 Seed 2 | epoch 84/100 | train 1.027231 | val 1.033485 | elapsed 38.1s
2026-09-22 19:52:32,567 Seed 2 | epoch 85/100 | train 1.030580 | val 1.027667 | elapsed 38.6s
2026-09-22 19:52:33,018 Seed 2 | epoch 86/100 | train 1.030540 | val 1.027745 | elapsed 39.0s
2026-09-22 19:52:33,474 Seed 2 | epoch 87/100 | train 1.032947 | val 1.033024 | elapsed 39.5s
2026-09-22 19:52:33,941 Seed 2 | epoch 88/100 | train 1.031850 | val 1.036498 | elapsed 40.0s
2026-09-22 19:52:34,411 Seed 2 | epoch 89/100 | train 1.028392 | val 1.030129 | elapsed 40.4s
2026-09-22 19:52:34,877 Seed 2 | epoch 90/100 | train 1.027935 | val 1.038264 | elapsed 40.9s
2026-09-22 19:52:35,338 Seed 2 | epoch 91/100 | train 1.030871 | val 1.033558 | elapsed 41.3s
2026-09-22 19:52:35,789 Seed 2 | epoch 92/100 | train 1.032468 | val 1.028213 | elapsed 41.8s
2026-09-22 19:52:36,247 Seed 2 | epoch 93/100 | train 1.028263 | val 1.029388 | elapsed 42.3s
2026-09-22 19:52:36,712 Seed 2 | epoch 94/100 | train 1.030124 | val 1.036491 | elapsed 42.7s
2026-09-22 19:52:37,180 Seed 2 | epoch 95/100 | train 1.034485 | val 1.035214 | elapsed 43.2s
2026-09-22 19:52:37,660 Seed 2 | epoch 96/100 | train 1.029680 | val 1.023686 | elapsed 43.7s
2026-09-22 19:52:38,129 Seed 2 | epoch 97/100 | train 1.030018 | val 1.035683 | elapsed 44.1s
2026-09-22 19:52:38,598 Seed 2 | epoch 98/100 | train 1.029736 | val 1.044890 | elapsed 44.6s
2026-09-22 19:52:39,057 Seed 2 | epoch 99/100 | train 1.032975 | val 1.038772 | elapsed 45.1s
2026-09-22 19:52:39,508 Seed 2 | epoch 100/100 | train 1.029849 | val 1.039689 | elapsed 45.5s
2026-09-22 19:52:39,569 Seed 2 complete; best epoch 74
